"annotation_id","choice","annotation_type","from_name","completion_id","project_id","task_id","completed_by_id","annotation_value_flag"
"4proIW5lEw","[""Non Emergency [No Doctor]""]",choices,severity,439,7,235684,121,2
FHyxnLHIvr,"[""Emergency""]",choices,severity,440,7,235810,120,0
OSzVuKQHFC,"[""Emergency""]",choices,severity,441,7,235685,121,0
FDc8KJ_yW4,"[""Emergency""]",choices,severity,442,7,235811,120,0
nTLLNIT0hH,"[""Non Emergency [Doctor]""]",choices,severity,443,7,235686,121,3
"4vj7X5gRIC","[""Non Emergency [Doctor]""]",choices,severity,444,7,235825,120,3
KXd4KcDx2A,"[""Emergency""]",choices,severity,445,7,235826,120,0
XctRWRYBHe,"[""Emergency""]",choices,severity,542,7,235868,120,0
m025KAZoi7,"[""Normal""]",choices,severity,447,7,235828,120,1
EU6kObhCZM,"[""Non Emergency [Doctor]""]",choices,severity,448,7,235688,121,3
Vmhvi6-z2u,"[""Emergency""]",choices,severity,543,7,235869,120,0
u9avl-nS0U,"[""Exclude""]",choices,exclude,450,7,235829,120,
Xj9BWFS7Bs,"[""Normal""]",choices,severity,451,7,235830,120,1
"8gF0AXYvpe","[""Normal""]",choices,severity,675,7,238017,121,1
LMIUofYGbE,"[""Non Emergency [Doctor]""]",choices,severity,312,7,235547,121,3
Ge0PeH8I39,"[""Emergency""]",choices,severity,456,7,235812,120,0
BIa5eV6DNm,"[""Non Emergency [Doctor]""]",choices,severity,457,7,235535,121,3
"8vYPOw5Xo4","[""Non Emergency [Doctor]""]",choices,severity,458,7,235813,120,3
RIxt9Oa44l,"[""Exclude""]",choices,exclude,460,7,235815,120,
"7Op8fYveNK","[""Exclude""]",choices,exclude,449,7,235820,121,
IkGw6QOD47,"[""Exclude""]",choices,exclude,455,7,235526,121,
"9ovvWPs7Oo","[""Exclude""]",choices,exclude,544,7,235870,120,
glII8SOwKk,"[""Non Emergency [Doctor]""]",choices,severity,468,7,235823,120,3
_ztojgmRJF,"[""Emergency""]",choices,severity,469,7,235537,121,0
BDu9HVludc,"[""Exclude""]",choices,exclude,553,7,235880,120,
O53gpasQVy,"[""Emergency""]",choices,severity,276,7,235518,121,0
"1IAFcd7WBv","[""Emergency""]",choices,severity,168,7,235456,121,0
Glm8rhkmkM,"[""Emergency""]",choices,severity,301,7,235534,121,0
RVi49AFXXM,"[""Emergency""]",choices,severity,476,7,235542,121,0
"8mRM175Rkx","[""Emergency""]",choices,severity,178,7,235460,121,0
NvkkhKi9-i,"[""Emergency""]",choices,severity,545,7,235871,120,0
h8TT8kSRR6,"[""Emergency""]",choices,severity,495,7,235591,121,0
SDhZSa7b66,"[""Emergency""]",choices,severity,471,7,235687,18,0
XJIaA8TYXs,"[""Exclude""]",choices,exclude,334,7,235777,120,
b4CipbUPkh,"[""Exclude""]",choices,exclude,515,7,235840,120,
EP6TaYd0qy,"[""Exclude""]",choices,exclude,467,7,235536,121,
J-MtmkGMPB,"[""Non Emergency [No Doctor]""]",choices,severity,182,7,235708,120,2
J3Fov9IjjG,"[""Emergency""]",choices,severity,166,7,235455,121,0
IqVagitLHP,"[""Exclude""]",choices,exclude,496,7,235592,121,
L0SKvATPRf,"[""Exclude""]",choices,exclude,336,7,235779,120,
dKmn6G-ghS,"[""Exclude""]",choices,exclude,517,7,235842,120,
kMbCA0aIpL,"[""Emergency""]",choices,severity,165,7,235454,121,0
__2fiIEgZt,"[""Emergency""]",choices,severity,172,7,235457,121,0
kl8l4LzTJJ,"[""Emergency""]",choices,severity,188,7,235465,121,0
"0Mpix_dleH","[""Emergency""]",choices,severity,195,7,235469,121,0
zYFllFhXZM,"[""Emergency""]",choices,severity,257,7,235484,121,0
"4o91IIZAEC","[""Exclude""]",choices,exclude,472,7,235538,121,
YvPUaNzrPx,"[""Emergency""]",choices,severity,200,7,235470,121,0
ckc0T4B-5j,"[""Non Emergency [Doctor]""]",choices,severity,201,7,235471,121,3
akI7nCf52P,"[""Exclude""]",choices,exclude,210,7,235476,121,
yksscTgXsC,"[""Emergency""]",choices,severity,314,7,235548,121,0
qpdmYioUfC,"[""Emergency""]",choices,severity,213,7,235478,121,0
cdyeHFuGNe,"[""Emergency""]",choices,severity,260,7,235485,121,0
sNOFaFSbDG,"[""Emergency""]",choices,severity,266,7,235490,121,0
il3h4zO_Z_,"[""Non Emergency [No Doctor]""]",choices,severity,278,7,235519,121,2
zavYTlimcq,"[""Non Emergency [Doctor]""]",choices,severity,269,7,235491,121,3
c04QUkOrrQ,"[""Exclude""]",choices,exclude,219,7,235495,121,
JBhlValA3-,"[""Emergency""]",choices,severity,477,7,235543,121,0
KWQRERQ5I6,"[""Emergency""]",choices,severity,473,7,235539,121,0
"3owhbgP_0l","[""Emergency""]",choices,severity,308,7,235546,121,0
nXjEqL1Wsj,"[""Exclude""]",choices,exclude,357,7,235786,120,
iJDPD_-MXZ,"[""Exclude""]",choices,exclude,518,7,235843,120,
"8QYDbdU8UV","[""Exclude""]",choices,exclude,337,7,235559,121,
Y6Trf9TmQm,"[""Emergency""]",choices,severity,323,7,235551,121,0
NJW34kEblB,"[""Emergency""]",choices,severity,497,7,235593,121,0
pVPhq0QWrs,"[""Emergency""]",choices,severity,501,7,235597,121,0
S7LmQqwexd,"[""Non Emergency [No Doctor]""]",choices,severity,546,7,235872,120,2
g_RBk63dxB,"[""Exclude""]",choices,exclude,390,7,235796,120,
S6QIRLRU-R,"[""Non Emergency [Doctor]""]",choices,severity,430,7,235806,120,3
EXgj0bKbTw,"[""Non Emergency [No Doctor]""]",choices,severity,446,7,235827,120,2
"5or7duKmqt","[""Emergency""]",choices,severity,470,7,235824,120,0
"9WVS5sWF9p","[""Emergency""]",choices,severity,328,7,235555,121,0
UbgdSPtWHQ,"[""Emergency""]",choices,severity,498,7,235594,121,0
"22DQRlsmfE","[""Emergency""]",choices,severity,339,7,235561,121,0
"0N6yYKDg1U","[""Emergency""]",choices,severity,502,7,235598,121,0
-mIO06dhV7,"[""Exclude""]",choices,exclude,392,7,235798,120,
FuXSFbYs_q,"[""Exclude""]",choices,exclude,459,7,235814,120,
"1j148Jl_LG","[""Non Emergency [No Doctor]""]",choices,severity,331,7,235775,120,2
"1OYDpP0uoB","[""Non Emergency [No Doctor]""]",choices,severity,211,7,235723,120,2
MnyJWXYb2X,"[""Emergency""]",choices,severity,480,7,235576,121,0
zvMWALXkBp,"[""Emergency""]",choices,severity,353,7,235571,121,0
"1Q9nH0U-b-","[""Emergency""]",choices,severity,355,7,235572,121,0
"7uEu5LX3QJ","[""Emergency""]",choices,severity,363,7,235575,121,0
IlexNFktIX,"[""Emergency""]",choices,severity,481,7,235577,121,0
iCqoQzeQIT,"[""Non Emergency [No Doctor]""]",choices,severity,484,7,235580,121,2
"7S1R9Asbkh","[""Emergency""]",choices,severity,485,7,235581,121,0
i7HNzjoXBl,"[""Non Emergency [Doctor]""]",choices,severity,487,7,235583,121,3
CMl_uFGXbP,"[""Emergency""]",choices,severity,488,7,235584,121,0
KHuX86jWbD,"[""Emergency""]",choices,severity,489,7,235585,121,0
b_h9dZ7KF5,"[""Emergency""]",choices,severity,187,7,235464,121,0
WjX49gMSfy,"[""Emergency""]",choices,severity,490,7,235586,121,0
"0yaBU25bIL","[""Emergency""]",choices,severity,491,7,235587,121,0
qRE4RsLIxM,"[""Non Emergency [Doctor]""]",choices,severity,492,7,235588,121,3
azlQBmyHvQ,"[""Emergency""]",choices,severity,493,7,235589,121,0
yie6UzhvDh,"[""Emergency""]",choices,severity,494,7,235590,121,0
fPglf0QwPD,"[""Exclude""]",choices,exclude,499,7,235595,121,
uuIVRJEPzQ,"[""Emergency""]",choices,severity,503,7,235599,121,0
nEkQLfUk0f,"[""Normal""]",choices,severity,676,7,238016,121,1
YE9ivJm7Qd,"[""Emergency""]",choices,severity,190,7,235467,121,0
Wps2BzgEnm,"[""Exclude""]",choices,exclude,547,7,235873,120,
voaAX0gmcw,"[""Normal""]",choices,severity,677,7,238015,121,1
yBH8tA3TF0,"[""Emergency""]",choices,severity,204,7,235473,121,0
D5hEQaGmG2,"[""Emergency""]",choices,severity,500,7,235596,121,0
l2p47m4xwD,"[""Emergency""]",choices,severity,504,7,235600,121,0
aeRxjcZ_wo,"[""Exclude""]",choices,exclude,427,7,235805,120,
m5pBfBasrt,"[""Exclude""]",choices,exclude,463,7,235818,120,
M3k0Og6D2c,"[""Emergency""]",choices,severity,378,7,235794,120,0
tOX4bUDAJG,"[""Non Emergency [No Doctor]""]",choices,severity,309,7,235764,120,2
eEGZfg-8io,"[""Normal""]",choices,severity,509,7,235834,120,1
rxA5HL5Nhv,"[""Non Emergency [Doctor]""]",choices,severity,359,7,235787,120,3
-wYQl-w9L0,"[""Emergency""]",choices,severity,526,7,235850,120,0
hQ_pnLckWc,"[""Emergency""]",choices,severity,529,7,235853,120,0
SBvVuTq0gp,"[""Emergency""]",choices,severity,531,7,235855,120,0
MNsQdt74bh,"[""Exclude""]",choices,exclude,548,7,235874,120,
Gp40I90KUR,"[""Exclude""]",choices,exclude,554,7,235881,120,
oGoHvyDW0X,"[""Exclude""]",choices,exclude,580,7,235637,121,
rDEqQhqftT,"[""Non Emergency [No Doctor]""]",choices,severity,196,7,235715,120,2
j8DJOqO8DW,"[""Emergency""]",choices,severity,508,7,235833,120,0
zHk7qtflXU,"[""Emergency""]",choices,severity,519,7,235844,120,0
sXOYXLxdgD,"[""Emergency""]",choices,severity,520,7,235845,120,0
"56x43EC_UE","[""Emergency""]",choices,severity,527,7,235851,120,0
Py1A6rq9yJ,"[""Emergency""]",choices,severity,516,7,235841,120,0
"28-mwUx-aa","[""Exclude""]",choices,exclude,555,7,235861,120,
r1RT6GrAkR,"[""Exclude""]",choices,exclude,565,7,235889,120,
tJA-sfQB2v,"[""Normal""]",choices,severity,678,7,238014,121,1
jUYaKl1qOd,"[""Exclude""]",choices,exclude,528,7,235852,120,
-0hyELY7bQ,"[""Non Emergency [No Doctor]""]",choices,severity,302,7,235758,120,2
KyIJ8q6A2Q,"[""Emergency""]",choices,severity,530,7,235854,120,0
H0JeddNzpl,"[""Emergency""]",choices,severity,368,7,235791,120,0
HMJe9wihlG,"[""Emergency""]",choices,severity,532,7,235856,120,0
"7F8BLdtn3r","[""Emergency""]",choices,severity,549,7,235875,120,0
eMSvI6PKhY,"[""Exclude""]",choices,exclude,558,7,235882,120,
yM6VItXy8C,"[""Emergency""]",choices,severity,539,7,235864,120,0
xYbBvRKpLr,"[""Normal""]",choices,severity,1861,7,236500,121,1
"69OH1XhkZy","[""Non Emergency [No Doctor]""]",choices,severity,1871,7,236872,120,2
V4Tp-9MwRw,"[""Emergency""]",choices,severity,1879,7,236904,120,0
AN9RBeepiJ,"[""Emergency""]",choices,severity,1888,7,236728,120,0
uiJFAiWI40,"[""Non Emergency [No Doctor]""]",choices,severity,1894,7,236758,120,2
lIJA6_tYWi,"[""Non Emergency [Doctor]""]",choices,severity,1899,7,237013,121,3
kOa3DF0frn,"[""Non Emergency [No Doctor]""]",choices,severity,1903,7,236777,120,2
"317Nbf0GhO","[""Non Emergency [No Doctor]""]",choices,severity,1907,7,236789,120,2
brXPEIPbSE,"[""Non Emergency [No Doctor]""]",choices,severity,1917,7,236899,120,2
"8bdU69fVTf","[""Emergency""]",choices,severity,1914,7,237026,121,0
LedbayAiGS,"[""Emergency""]",choices,severity,1919,7,237030,121,0
cnboD4pnDD,"[""Emergency""]",choices,severity,1921,7,237031,121,0
Vbfr3CRQvh,"[""Emergency""]",choices,severity,550,7,235876,120,0
tqxMqShtIN,"[""Emergency""]",choices,severity,556,7,235867,120,0
BP9Us2dksU,"[""Emergency""]",choices,severity,557,7,235878,120,0
_c41lAofKR,"[""Exclude""]",choices,exclude,1862,7,236527,121,
sS5PnvTy1e,"[""Non Emergency [No Doctor]""]",choices,severity,1872,7,236873,120,2
uEeupdm8kJ,"[""Emergency""]",choices,severity,1880,7,236669,121,0
xD_Srs6jLL,"[""Emergency""]",choices,severity,1889,7,236703,121,0
QNduWNDNZ-,"[""Emergency""]",choices,severity,1895,7,237009,121,0
J6nO4IFzKs,"[""Non Emergency [No Doctor]""]",choices,severity,1904,7,237017,121,2
Y0rG_J6is1,"[""Non Emergency [Doctor]""]",choices,severity,1900,7,237014,121,3
RfouA3PBiz,"[""Non Emergency [No Doctor]""]",choices,severity,1908,7,237012,121,2
K0f0GcDyZY,"[""Emergency""]",choices,severity,559,7,235883,120,0
bWmpr7rzTh,"[""Emergency""]",choices,severity,560,7,235884,120,0
"7kPb4StPMe","[""Non Emergency [Doctor]""]",choices,severity,561,7,235885,120,3
z6x0xqT6_h,"[""Exclude""]",choices,exclude,1863,7,236530,121,
"8eYkalmXwL","[""Emergency""]",choices,severity,1873,7,236881,120,0
"5QWl9qXys0","[""Non Emergency [No Doctor]""]",choices,severity,1881,7,236906,120,2
FsUX-C4VWp,"[""Non Emergency [No Doctor]""]",choices,severity,1890,7,236738,120,2
QLqkcTqGnV,"[""Non Emergency [No Doctor]""]",choices,severity,1896,7,236768,120,2
j4TW58LsSg,"[""Emergency""]",choices,severity,1901,7,236776,120,0
frSSyf-mmF,"[""Emergency""]",choices,severity,1905,7,236787,120,0
XojeSk6puB,"[""Non Emergency [No Doctor]""]",choices,severity,1912,7,237024,121,2
YqF9l9CQgQ,"[""Emergency""]",choices,severity,562,7,235886,120,0
hhJfkRgkk7,"[""Emergency""]",choices,severity,563,7,235887,120,0
fn3Q37aif_,"[""Emergency""]",choices,severity,564,7,235888,120,0
U6bhO-049q,"[""Emergency""]",choices,severity,566,7,235890,120,0
rJhAhTPIMK,"[""Emergency""]",choices,severity,567,7,235891,120,0
"8Lq3vNG48F","[""Exclude""]",choices,exclude,581,7,235638,121,
"1dwziwnMAm","[""Exclude""]",choices,exclude,585,7,235641,121,
ZVrjVckLf7,"[""Exclude""]",choices,exclude,588,7,235644,121,
RZsr2sKm8r,"[""Normal""]",choices,severity,680,7,238012,121,1
"2v0lQ99m-4","[""Emergency""]",choices,severity,569,7,235893,120,0
H01g9w-fuB,"[""Non Emergency [Doctor]""]",choices,severity,571,7,235895,120,3
Ev5f5-7-Yx,"[""Emergency""]",choices,severity,572,7,235896,120,0
_bH-H6bh0H,"[""Emergency""]",choices,severity,573,7,235897,120,0
krJttaayaz,"[""Emergency""]",choices,severity,575,7,235899,120,0
cZ7JQVGxJ_,"[""Exclude""]",choices,exclude,582,7,235639,121,
eidYGlg23x,"[""Exclude""]",choices,exclude,589,7,235645,121,
Cl_-LLAEij,"[""Exclude""]",choices,exclude,594,7,235648,121,
GOg0668qgn,"[""Non Emergency [Doctor]""]",choices,severity,576,7,235900,120,3
KVe9ShnpZF,"[""Non Emergency [Doctor]""]",choices,severity,578,7,235902,120,3
bB9WQVgFvY,"[""Non Emergency [Doctor]""]",choices,severity,583,7,235903,120,3
PbSPX-1qTr,"[""Emergency""]",choices,severity,587,7,235643,121,0
qZ0vyw9z6I,"[""Exclude""]",choices,exclude,590,7,235904,120,
iG5vNk6lRB,"[""Emergency""]",choices,severity,1864,7,236536,121,0
BNhLij2wab,"[""Non Emergency [No Doctor]""]",choices,severity,1874,7,236884,120,2
P9gEGM0fTh,"[""Non Emergency [No Doctor]""]",choices,severity,1882,7,236907,120,2
zuKFwyb5kw,"[""Emergency""]",choices,severity,1891,7,236748,120,0
n9Hqhn0dNn,"[""Non Emergency [No Doctor]""]",choices,severity,2076,7,236731,120,2
xKnOTCrZo1,"[""Non Emergency [No Doctor]""]",choices,severity,592,7,235636,121,2
ojiWVlbc-x,"[""Emergency""]",choices,severity,593,7,235647,121,0
"9Q_Xsx8nTd","[""Emergency""]",choices,severity,595,7,235905,120,0
x720SGy4Bk,"[""Emergency""]",choices,severity,596,7,235649,121,0
"7tdc2syQUW","[""Exclude""]",choices,exclude,1865,7,236552,121,
L6XkOHe8Wv,"[""Normal""]",choices,severity,1875,7,236893,120,1
GWFZIawkFq,"[""Emergency""]",choices,severity,1883,7,236911,120,0
ksP9rGd958,"[""Non Emergency [Doctor]""]",choices,severity,1892,7,236751,120,3
hP3KSSTs5e,"[""Non Emergency [Doctor]""]",choices,severity,1897,7,237010,121,3
cj80lcNWOR,"[""Emergency""]",choices,severity,1961,7,236963,120,0
"4rH7wjwY4i","[""Exclude""]",choices,exclude,597,7,235651,121,
cxrGMUBDYq,"[""Non Emergency [Doctor]""]",choices,severity,599,7,235653,121,3
oqBwODz30y,"[""Exclude""]",choices,exclude,600,7,235654,121,
YrtKyLYOMG,"[""Emergency""]",choices,severity,601,7,235655,121,0
fQlxWogode,"[""Exclude""]",choices,exclude,602,7,235656,121,
TOGhJMujbJ,"[""Emergency""]",choices,severity,603,7,235906,120,0
bHYZzKDcKA,"[""Emergency""]",choices,severity,604,7,235657,121,0
Isl4EQg0lj,"[""Emergency""]",choices,severity,605,7,235658,121,0
JaNN-8Gxlh,"[""Non Emergency [No Doctor]""]",choices,severity,606,7,235689,121,2
zt12Bw9uEK,"[""Non Emergency [Doctor]""]",choices,severity,607,7,235690,121,3
VnTLsW96tr,"[""Emergency""]",choices,severity,608,7,235907,120,0
TQwBbIPTb0,"[""Non Emergency [No Doctor]""]",choices,severity,609,7,235691,121,2
"31-uvrrUMj","[""Emergency""]",choices,severity,610,7,235692,121,0
F7Crk-L9EC,"[""Emergency""]",choices,severity,611,7,235693,121,0
HQdgumyf-b,"[""Emergency""]",choices,severity,636,7,235915,120,0
oVssrb5-eU,"[""Emergency""]",choices,severity,637,7,235940,121,0
g0OuAoPdi9,"[""Emergency""]",choices,severity,612,7,235908,120,0
QQD4aMOum3,"[""Exclude""]",choices,exclude,617,7,235697,121,
yKlCI0intr,"[""Emergency""]",choices,severity,613,7,235694,121,0
cChlOHb0my,"[""Emergency""]",choices,severity,614,7,235909,120,0
kxmwX4quLN,"[""Emergency""]",choices,severity,615,7,235695,121,0
"44DWBe9z5P","[""Non Emergency [No Doctor]""]",choices,severity,616,7,235696,121,2
"4ZEGO3AZlV","[""Non Emergency [Doctor]""]",choices,severity,618,7,235698,121,3
vbUybdUQXX,"[""Emergency""]",choices,severity,619,7,235699,121,0
"2DSA5Nsnlq","[""Normal""]",choices,severity,682,7,238010,121,1
BH6tEEZtbp,"[""Non Emergency [Doctor]""]",choices,severity,621,7,235910,120,3
kJoGVXt-Nt,"[""Emergency""]",choices,severity,622,7,235950,121,0
cJieJTuCh1,"[""Non Emergency [Doctor]""]",choices,severity,623,7,235949,121,3
hulMPw_C8g,"[""Exclude""]",choices,exclude,624,7,235948,121,
CU94INPXcu,"[""Emergency""]",choices,severity,625,7,235911,120,0
pwLMXND7Jc,"[""Emergency""]",choices,severity,626,7,235947,121,0
"2tyI6kCPk-","[""Non Emergency [No Doctor]""]",choices,severity,627,7,235946,121,2
m_ZPNSPs1D,"[""Normal""]",choices,severity,683,7,238009,121,1
gQG7e65CG4,"[""Normal""]",choices,severity,686,7,238006,121,1
"8_jZUMH3ss","[""Non Emergency [No Doctor]""]",choices,severity,628,7,235912,120,2
ebUS5VZBom,"[""Emergency""]",choices,severity,629,7,235945,121,0
ld8ehNBhOc,"[""Non Emergency [No Doctor]""]",choices,severity,630,7,235913,120,2
jjFMaISJiO,"[""Emergency""]",choices,severity,631,7,235944,121,0
FCCJCK4YkV,"[""Emergency""]",choices,severity,632,7,235943,121,0
h2-EOvp-_y,"[""Emergency""]",choices,severity,633,7,235914,120,0
vYcul5Fhyf,"[""Emergency""]",choices,severity,634,7,235942,121,0
Lj1ss_npKL,"[""Normal""]",choices,severity,685,7,238007,121,1
gd-ioy6ll8,"[""Emergency""]",choices,severity,638,7,235939,121,0
HMM003uPvm,"[""Emergency""]",choices,severity,639,7,235916,120,0
_yDjIk59NL,"[""Emergency""]",choices,severity,640,7,235938,121,0
vGtw_HsC0l,"[""Emergency""]",choices,severity,641,7,235937,121,0
nTIpzWYGYr,"[""Exclude""]",choices,exclude,642,7,235936,121,
S46F9Z5fSg,"[""Emergency""]",choices,severity,643,7,235917,120,0
ahgPy7FPQq,"[""Emergency""]",choices,severity,644,7,235935,121,0
kz_mjBPFdC,"[""Non Emergency [Doctor]""]",choices,severity,656,7,235927,121,3
fqtPnNXvcx,"[""Emergency""]",choices,severity,645,7,235934,121,0
kxUwDVCAI3,"[""Emergency""]",choices,severity,646,7,235918,120,0
"4-3ZIvw5iT","[""Exclude""]",choices,exclude,647,7,235919,120,
"7fAwGdVQV1","[""Non Emergency [Doctor]""]",choices,severity,648,7,235933,121,3
cakmyYGW5K,"[""Exclude""]",choices,exclude,649,7,235932,121,
fou6XmRc5j,"[""Exclude""]",choices,exclude,650,7,235931,121,
G6r9fnhWOA,"[""Exclude""]",choices,exclude,651,7,235930,121,
gTcW-P2DcI,"[""Exclude""]",choices,exclude,652,7,235920,120,
TAzIDMNYry,"[""Emergency""]",choices,severity,653,7,235929,121,0
NZRPv9MEjI,"[""Emergency""]",choices,severity,654,7,235928,121,0
PAAwc_iDsy,"[""Emergency""]",choices,severity,655,7,235921,120,0
OzlG0HpgEA,"[""Emergency""]",choices,severity,657,7,235922,120,0
RgilXQ9eu3,"[""Emergency""]",choices,severity,659,7,235923,120,0
JDjaSqsT6-,"[""Exclude""]",choices,exclude,660,7,235924,120,
yNTLjFWm1N,"[""Emergency""]",choices,severity,661,7,235925,120,0
"4gWBX2j9Ls","[""Emergency""]",choices,severity,672,7,238020,121,0
f5hqcWscrM,"[""Exclude""]",choices,exclude,679,7,238013,121,
CdexfKOo4Q,"[""Non Emergency [No Doctor]""]",choices,severity,681,7,238011,121,2
hpVz1xwoX0,"[""Non Emergency [No Doctor]""]",choices,severity,684,7,238008,121,2
UC1LPxa2yI,"[""Non Emergency [No Doctor]""]",choices,severity,687,7,238005,121,2
DMF88wbfQt,"[""Exclude""]",choices,exclude,1866,7,236585,121,
pFVCoNPLmh,"[""Emergency""]",choices,severity,1876,7,236894,120,0
d7Ik33WXD_,"[""Non Emergency [Doctor]""]",choices,severity,1884,7,236687,121,3
Xeg-JV6KNq,"[""Non Emergency [No Doctor]""]",choices,severity,1893,7,236755,120,2
FUc-5AROE7,"[""Emergency""]",choices,severity,1898,7,236771,120,0
cs5AKCtXxT,"[""Emergency""]",choices,severity,1902,7,237016,121,0
Jsl7sncuSK,"[""Emergency""]",choices,severity,1906,7,237021,121,0
rlQu4p9Vrt,"[""Emergency""]",choices,severity,1910,7,237023,121,0
"5X3hX9DwPY","[""Non Emergency [No Doctor]""]",choices,severity,1913,7,236830,120,2
hQB99gifoP,"[""Non Emergency [No Doctor]""]",choices,severity,1916,7,236892,120,2
"4cmA9kNsLe","[""Emergency""]",choices,severity,1918,7,236905,120,0
GD-X3yT9eN,"[""Non Emergency [No Doctor]""]",choices,severity,1920,7,236908,120,2
EhKFL25htK,"[""Emergency""]",choices,severity,1922,7,237033,121,0
qPJY0iUJoO,"[""Non Emergency [No Doctor]""]",choices,severity,1923,7,236912,120,2
vIzMhbSfxe,"[""Non Emergency [Doctor]""]",choices,severity,1983,7,236932,120,3
ycaRAaDxvN,"[""Normal""]",choices,severity,688,7,238004,121,1
"2nIG4KIqJ0","[""Normal""]",choices,severity,689,7,238003,121,1
Xxx44JZpfq,"[""Normal""]",choices,severity,690,7,238002,121,1
GrfYNjKQE0,"[""Normal""]",choices,severity,691,7,238001,121,1
GK2oFoB9vb,"[""Normal""]",choices,severity,693,7,237999,121,1
"9-BlfEG4-g","[""Exclude""]",choices,exclude,694,7,237998,121,
gmFldYUfCf,"[""Normal""]",choices,severity,695,7,237997,121,1
-PUSsSr8DK,"[""Normal""]",choices,severity,696,7,237996,121,1
vM36MP0uvo,"[""Normal""]",choices,severity,697,7,237995,121,1
"8VyopX5H6M","[""Normal""]",choices,severity,698,7,237994,121,1
B0ivM2xHAL,"[""Normal""]",choices,severity,699,7,237993,121,1
L-CJ7AB_o4,"[""Normal""]",choices,severity,700,7,237992,121,1
ZDqLImKgs7,"[""Normal""]",choices,severity,706,7,237986,121,1
qJPJePO_U2,"[""Non Emergency [No Doctor]""]",choices,severity,701,7,237991,121,2
Ljkmt0fpHf,"[""Normal""]",choices,severity,702,7,237990,121,1
"6-DUWoTusH","[""Normal""]",choices,severity,703,7,237989,121,1
UMPKg9werF,"[""Normal""]",choices,severity,704,7,237988,121,1
"5byiQm_3e7","[""Normal""]",choices,severity,705,7,237987,121,1
"0rqJNZBEmC","[""Normal""]",choices,severity,707,7,237985,121,1
EbCKXZWMx9,"[""Normal""]",choices,severity,708,7,237984,121,1
-oFKFcJWH6,"[""Non Emergency [No Doctor]""]",choices,severity,709,7,237983,121,2
"9z0-9o-0hH","[""Normal""]",choices,severity,710,7,237982,121,1
EJkaR5qhnW,"[""Normal""]",choices,severity,711,7,237981,121,1
gYugShof84,"[""Normal""]",choices,severity,712,7,237980,121,1
cL4CYL_-VE,"[""Normal""]",choices,severity,713,7,237979,121,1
"3DufQWPmnG","[""Normal""]",choices,severity,714,7,237978,121,1
u_mX4M65Ba,"[""Normal""]",choices,severity,715,7,237977,121,1
iP4KhhEtXj,"[""Normal""]",choices,severity,716,7,237976,121,1
IqdN5Vc7RP,"[""Normal""]",choices,severity,717,7,237975,121,1
"2buQfIzuOn","[""Normal""]",choices,severity,718,7,237974,121,1
YLs2eHfVuC,"[""Normal""]",choices,severity,719,7,237973,121,1
Yu4uW9cMrD,"[""Normal""]",choices,severity,720,7,237972,121,1
_SYYradDnb,"[""Normal""]",choices,severity,721,7,237971,121,1
rsbyefMq-M,"[""Normal""]",choices,severity,722,7,237970,121,1
_Abu41sLny,"[""Normal""]",choices,severity,723,7,237969,121,1
dstEJl1t5d,"[""Normal""]",choices,severity,724,7,237968,121,1
raiw8Y7HB_,"[""Normal""]",choices,severity,725,7,237967,121,1
"1SsbUFhyxI","[""Non Emergency [No Doctor]""]",choices,severity,726,7,237966,121,2
"2WYXTi7P1D","[""Normal""]",choices,severity,727,7,237965,121,1
aW2TxC54-Z,"[""Exclude""]",choices,exclude,728,7,237964,121,
F8cr7KSddz,"[""Non Emergency [No Doctor]""]",choices,severity,729,7,237963,121,2
DVOKoMeMU6,"[""Normal""]",choices,severity,730,7,237962,121,1
JrHkPzdGyh,"[""Normal""]",choices,severity,731,7,237961,121,1
m1bvw-TOcH,"[""Normal""]",choices,severity,732,7,237960,121,1
uzEvgbn4gf,"[""Normal""]",choices,severity,733,7,237959,121,1
aMzKzsoRN4,"[""Normal""]",choices,severity,734,7,237958,121,1
fjQ8emq7xk,"[""Normal""]",choices,severity,735,7,237957,121,1
UfVJTsviXC,"[""Normal""]",choices,severity,736,7,237956,121,1
ApWI7q6sM_,"[""Normal""]",choices,severity,737,7,237955,121,1
HENx1DrPs4,"[""Normal""]",choices,severity,738,7,237954,121,1
uBoTL522eg,"[""Normal""]",choices,severity,739,7,237953,121,1
usHi_EnPxS,"[""Normal""]",choices,severity,740,7,237952,121,1
tBmXakwR3t,"[""Non Emergency [No Doctor]""]",choices,severity,741,7,237951,121,2
Cp988eBVdd,"[""Normal""]",choices,severity,742,7,237950,121,1
TN5d9XHVR0,"[""Non Emergency [No Doctor]""]",choices,severity,743,7,237949,121,2
RF9NCAfl-o,"[""Normal""]",choices,severity,744,7,237948,121,1
mNIvt0mN69,"[""Normal""]",choices,severity,745,7,237947,121,1
tu9H0PzFnv,"[""Non Emergency [No Doctor]""]",choices,severity,746,7,237946,121,2
qby6OBMCUn,"[""Normal""]",choices,severity,747,7,237945,121,1
iJJ4qD9Jr0,"[""Normal""]",choices,severity,748,7,237944,121,1
wqKwoCT30i,"[""Normal""]",choices,severity,749,7,237943,121,1
P38aWavF95,"[""Normal""]",choices,severity,750,7,237942,121,1
IuKVyAfh-s,"[""Normal""]",choices,severity,751,7,237941,121,1
b1dIY0lX7j,"[""Normal""]",choices,severity,752,7,237940,121,1
